gene_id	dogFPKM	geneFPKM	exp_group	RT	tissue
ENSG00000104964.15	0.0	41.106	high	NRT	liver
ENSG00000132522.16	0.0	41.012	high	UND	liver
ENSG00000285976.2	0.86	40.89	high	RT	liver
ENSG00000265496.5	0.0	40.888000000000005	high	NRT	liver
ENSG00000140505.7	6.48	40.813	high	RT	liver
ENSG00000009724.17	0.0	40.661	high	UND	liver
ENSG00000169976.7	1.4	40.591	high	RT	liver
ENSG00000283375.1	0.0	40.425	high	NRT	liver
ENSG00000132840.10	0.0	40.315	high	UND	liver
ENSG00000013441.16	0.0	40.308	high	NRT	liver
ENSG00000225756.1	0.0	40.307	high	NRT	liver
ENSG00000183747.12	0.0	40.241	high	NRT	liver
ENSG00000167615.17	0.0	40.139	high	UND	liver
ENSG00000198959.12	0.0	40.12	high	UND	liver
ENSG00000185883.12	0.0	40.101	high	NRT	liver
ENSG00000250799.11	0.915	40.029	high	RT	liver
ENSG00000163660.12	0.56	40.018	high	RT	liver
ENSG00000236882.8	0.0	39.972	high	NRT	liver
ENSG00000164054.15	0.0	39.846	high	UND	liver
ENSG00000168389.18	4.08	39.766	high	RT	liver
ENSG00000283944.1	0.0	39.711	high	NRT	liver
ENSG00000167815.12	0.0	39.69	high	NRT	liver
ENSG00000185813.11	0.0	39.68	high	UND	liver
ENSG00000178952.11	0.0	39.517	high	NRT	liver
ENSG00000186480.13	2.42	39.451	high	RT	liver
ENSG00000155368.16	0.0	39.408	high	NRT	liver
ENSG00000143384.14	0.0	39.377	high	NRT	liver
ENSG00000198034.11	0.0	39.087	high	NRT	liver
ENSG00000124193.16	0.0	39.085	high	NRT	liver
ENSG00000139194.8	0.0	39.004	high	UND	liver
ENSG00000087274.17	0.0	38.982	high	UND	liver
ENSG00000094631.21	0.0	38.965	high	NRT	liver
ENSG00000164403.15	1.1	38.925	high	RT	liver
ENSG00000241635.8	0.0	38.904	high	NRT	liver
ENSG00000187514.17	0.0	38.795	high	NRT	liver
ENSG00000132507.18	0.0	38.444	high	UND	liver
ENSG00000139269.3	0.0	38.349	high	NRT	liver
ENSG00000171759.10	0.0	38.241	high	NRT	liver
ENSG00000092010.15	0.0	38.196	high	NRT	liver
ENSG00000262533.1	0.0	38.167	high	NRT	liver
ENSG00000134339.9	0.0	38.158500000000004	high	NRT	liver
ENSG00000174231.17	0.0	38.088	high	NRT	liver
ENSG00000095539.15	0.0	38.073	high	NRT	liver
ENSG00000137133.11	0.0	38.066	high	NRT	liver
ENSG00000198417.7	0.0	38.045	high	UND	liver
ENSG00000171858.18	0.0	37.94	high	UND	liver
ENSG00000258017.2	0.0	37.928	high	NRT	liver
ENSG00000113889.14	0.0	37.858	high	NRT	liver
ENSG00000099804.9	0.0	37.837	high	NRT	liver
ENSG00000099622.14	0.0	37.803	high	NRT	liver
ENSG00000264019.1	0.0	37.76	high	UND	liver
ENSG00000173113.7	0.0	37.647	high	UND	liver
ENSG00000267815.1	0.0	37.632	high	UND	liver
ENSG00000175756.13	0.43	37.601	high	RT	liver
ENSG00000250644.3	0.0	37.552	high	NRT	liver
ENSG00000177666.17	0.0	37.527	high	NRT	liver
ENSG00000132541.11	0.44	37.503	high	RT	liver
ENSG00000147955.18	2.91	37.158	high	RT	liver
ENSG00000123358.20	0.0	37.124	high	NRT	liver
ENSG00000159377.11	0.0	37.091	high	UND	liver
ENSG00000188643.11	0.0	37.009	high	NRT	liver
ENSG00000151365.2	0.0	37.001999999999995	high	UND	liver
ENSG00000100836.10	0.0	36.98	high	NRT	liver
ENSG00000259974.3	0.0	36.88	high	NRT	liver
ENSG00000164442.10	0.0	36.763000000000005	high	NRT	liver
ENSG00000196230.14	0.0	36.756	high	NRT	liver
ENSG00000165280.18	0.0	36.726	high	NRT	liver
ENSG00000112514.18	0.0	36.706	high	UND	liver
ENSG00000169727.12	0.0	36.653	high	UND	liver
ENSG00000034510.6	0.0	36.584	high	NRT	liver
ENSG00000134419.15	0.0	36.534	high	NRT	liver
ENSG00000254814.1	0.0	36.338	high	UND	liver
ENSG00000259352.1	0.0	36.329	high	UND	liver
ENSG00000161533.12	0.0	36.22	high	NRT	liver
ENSG00000071082.11	0.0	36.191	high	UND	liver
ENSG00000143819.13	0.0	36.171	high	UND	liver
ENSG00000104518.11	0.0	36.165	high	NRT	liver
ENSG00000134107.5	0.0	36.048	high	NRT	liver
ENSG00000161010.15	0.0	35.929	high	UND	liver
ENSG00000105640.13	0.0	35.767	high	NRT	liver
ENSG00000272540.1	0.0	35.734	high	UND	liver
ENSG00000100664.11	0.0	35.642	high	NRT	liver
ENSG00000188338.15	0.0	35.633	high	NRT	liver
ENSG00000103502.14	0.0	35.517	high	NRT	liver
ENSG00000196576.16	0.0	35.454	high	NRT	liver
ENSG00000272114.1	0.0	35.371	high	UND	liver
ENSG00000164889.15	0.0	35.283	high	UND	liver
ENSG00000104853.16	0.0	35.279	high	NRT	liver
ENSG00000131051.24	0.0	35.265	high	NRT	liver
ENSG00000111077.18	0.0	35.265	high	UND	liver
ENSG00000137106.18	0.0	35.02	high	UND	liver
ENSG00000141232.5	0.0	35.004	high	NRT	liver
ENSG00000161970.15	0.0	34.883	high	NRT	liver
ENSG00000167671.12	0.0	34.88	high	UND	liver
ENSG00000169230.10	0.0	34.804	high	UND	liver
ENSG00000105669.14	0.0	34.744	high	NRT	liver
ENSG00000101439.9	0.0	34.727	high	NRT	liver
ENSG00000245970.2	0.0	34.727	high	UND	liver
ENSG00000189077.11	0.0	34.72	high	UND	liver
ENSG00000273420.1	0.0	34.686	high	NRT	liver
ENSG00000171222.11	0.0	34.651	high	NRT	liver
ENSG00000279861.1	0.0	34.611	high	NRT	liver
ENSG00000175334.8	0.0	34.607	high	NRT	liver
ENSG00000178149.17	0.0	34.348	high	UND	liver
ENSG00000263986.1	0.0	34.3	high	NRT	liver
ENSG00000242797.3	0.0	34.292	high	NRT	liver
ENSG00000058262.10	0.0	34.264	high	NRT	liver
ENSG00000114378.17	0.0	34.148	high	NRT	liver
ENSG00000167397.15	0.0	34.117	high	NRT	liver
ENSG00000068120.15	0.0	34.1	high	NRT	liver
ENSG00000188846.14	0.0	34.073	high	NRT	liver
ENSG00000198931.11	0.0	34.037	high	UND	liver
ENSG00000108773.11	0.0	34.015	high	NRT	liver
ENSG00000167995.17	0.0	33.919000000000004	high	UND	liver
ENSG00000108848.16	0.0	33.916	high	NRT	liver
ENSG00000172354.10	0.0	33.883	high	UND	liver
ENSG00000211895.5	0.0	33.797	high	NRT	liver
ENSG00000115524.17	0.0	33.777	high	NRT	liver
ENSG00000284570.1	0.0	33.775	high	NRT	liver
ENSG00000269893.8	0.0	33.765	high	NRT	liver
ENSG00000132471.12	0.0	33.729	high	NRT	liver
ENSG00000104760.17	0.0	33.62	high	UND	liver
ENSG00000078618.22	0.0	33.483000000000004	high	UND	liver
ENSG00000116754.13	0.0	33.471	high	NRT	liver
ENSG00000258451.1	0.0	33.459	high	UND	liver
ENSG00000268565.1	0.0	33.314	high	NRT	liver
ENSG00000172831.14	0.0	33.314	high	NRT	liver
ENSG00000279009.1	0.0	33.24	high	UND	liver
ENSG00000044574.9	0.0	33.055	high	UND	liver
ENSG00000152234.16	0.0	33.055	high	NRT	liver
ENSG00000266964.6	0.0	33.048	high	NRT	liver
ENSG00000144381.18	0.0	32.988	high	NRT	liver
ENSG00000172037.14	0.0	32.921	high	NRT	liver
ENSG00000184897.6	0.0	32.899	high	NRT	liver
ENSG00000227097.5	0.0	32.856	high	NRT	liver
ENSG00000164896.20	0.0	32.85	high	NRT	liver
ENSG00000103485.19	0.0	32.829	high	NRT	liver
ENSG00000148672.9	0.0	32.813	high	NRT	liver
ENSG00000164897.14	0.0	32.778	high	NRT	liver
ENSG00000229344.1	0.0	32.764	high	NRT	liver
ENSG00000214655.11	0.0	32.545	high	UND	liver
ENSG00000242612.7	0.0	32.52	high	NRT	liver
ENSG00000166228.9	0.0	32.469	high	UND	liver
ENSG00000108479.12	0.0	32.455	high	UND	liver
ENSG00000211596.3	0.0	32.4195	high	NRT	liver
ENSG00000180879.14	0.0	32.383	high	NRT	liver
ENSG00000123384.14	0.0	32.376999999999995	high	NRT	liver
ENSG00000143321.19	0.0	32.353	high	NRT	liver
ENSG00000099194.6	0.0	32.299	high	NRT	liver
ENSG00000259171.1	0.0	32.29	high	NRT	liver
ENSG00000130770.18	0.0	32.251999999999995	high	NRT	liver
ENSG00000149591.17	0.0	32.228	high	NRT	liver
ENSG00000250186.3	0.0	32.22	high	NRT	liver
ENSG00000025434.19	0.0	32.176	high	NRT	liver
ENSG00000093010.15	0.0	32.091	high	UND	liver
ENSG00000134333.14	0.38	32.06	high	RT	liver
ENSG00000159352.16	0.0	31.984	high	NRT	liver
ENSG00000115310.18	0.0	31.971	high	UND	liver
ENSG00000247627.2	0.0	31.929	high	NRT	liver
ENSG00000215021.10	0.0	31.901	high	NRT	liver
ENSG00000204954.10	0.0	31.875	high	UND	liver
ENSG00000259661.1	0.0	31.863000000000003	high	UND	liver
ENSG00000152767.17	0.0	31.814	high	UND	liver
ENSG00000165119.21	0.0	31.799	high	NRT	liver
ENSG00000100445.17	0.0	31.794	high	UND	liver
ENSG00000104886.12	0.0	31.786	high	UND	liver
ENSG00000112715.25	0.0	31.658	high	NRT	liver
ENSG00000126522.17	0.0	31.539	high	NRT	liver
ENSG00000110321.19	0.0	31.518	high	NRT	liver
ENSG00000013306.16	0.0	31.436	high	UND	liver
ENSG00000100911.16	0.0	31.19	high	NRT	liver
ENSG00000267598.1	0.0	31.185	high	NRT	liver
ENSG00000039650.12	0.0	31.174	high	NRT	liver
ENSG00000122034.17	0.0	31.138	high	UND	liver
ENSG00000145692.15	0.0	31.1215	high	NRT	liver
ENSG00000127184.13	0.0	31.077	high	NRT	liver
ENSG00000082641.16	0.73	31.013	high	RT	liver
ENSG00000108523.16	0.0	30.997	high	UND	liver
ENSG00000010256.11	0.0	30.971	high	NRT	liver
ENSG00000135940.7	0.0	30.875	high	NRT	liver
ENSG00000214078.13	0.0	30.874	high	NRT	liver
ENSG00000182899.17	0.0	30.828000000000003	high	NRT	liver
ENSG00000088986.11	0.0	30.825	high	UND	liver
ENSG00000161944.16	7.15	30.824	high	RT	liver
ENSG00000165828.15	0.0	30.79	high	UND	liver
ENSG00000102144.15	0.0	30.783	high	UND	liver
ENSG00000087191.13	0.0	30.73	high	UND	liver
ENSG00000196235.14	0.0	30.694000000000003	high	NRT	liver
ENSG00000122566.22	0.0	30.669	high	UND	liver
ENSG00000130726.12	0.0	30.611	high	UND	liver
ENSG00000160014.17	0.0	30.537	high	NRT	liver
ENSG00000205544.4	0.0	30.507	high	NRT	liver
ENSG00000137880.6	0.0	30.498	high	UND	liver
ENSG00000267385.1	0.0	30.497	high	NRT	liver
ENSG00000161011.20	0.0	30.486	high	UND	liver
ENSG00000092148.13	0.0	30.396	high	NRT	liver
ENSG00000084234.18	0.0	30.268	high	NRT	liver
ENSG00000101204.18	0.825	30.23	high	RT	liver
ENSG00000168488.18	0.0	30.212	high	NRT	liver
ENSG00000196943.14	0.0	30.173	high	NRT	liver
ENSG00000128311.14	0.0	30.141	high	NRT	liver
ENSG00000149115.14	0.0	30.095	high	NRT	liver
ENSG00000261012.2	0.0	30.088	high	NRT	liver
ENSG00000249173.6	0.61	30.075	high	RT	liver
ENSG00000143416.21	0.0	30.069000000000003	high	NRT	liver
ENSG00000198848.13	0.0	30.062	high	NRT	liver
ENSG00000005421.9	0.0	30.044	high	UND	liver
ENSG00000158864.13	0.0	30.042	high	NRT	liver
ENSG00000255108.1	0.0	30.021	high	UND	liver
ENSG00000136450.13	0.0	30.02	high	NRT	liver
ENSG00000241343.10	0.0	29.99	high	NRT	liver
ENSG00000099800.8	0.0	29.943	high	UND	liver
ENSG00000224407.1	0.0	29.913	high	UND	liver
ENSG00000157734.14	0.0	29.906	high	UND	liver
ENSG00000135679.25	0.0	29.867	high	UND	liver
ENSG00000167797.8	0.0	29.839	high	NRT	liver
ENSG00000072210.19	0.0	29.824	high	UND	liver
ENSG00000109475.17	0.48	29.817	high	RT	liver
ENSG00000076662.10	0.0	29.746	high	NRT	liver
ENSG00000142102.16	0.88	29.7	high	RT	liver
ENSG00000130175.10	0.0	29.698	high	UND	liver
ENSG00000175061.18	0.0	29.691	high	NRT	liver
ENSG00000114391.13	0.0	29.643	high	UND	liver
ENSG00000197448.14	0.0	29.572	high	UND	liver
ENSG00000147684.10	0.0	29.456	high	UND	liver
ENSG00000147872.10	0.0	29.382	high	NRT	liver
ENSG00000166002.7	0.0	29.377	high	NRT	liver
ENSG00000166825.15	0.0	29.349	high	NRT	liver
ENSG00000269179.1	0.0	29.312	high	NRT	liver
ENSG00000104824.18	0.0	29.28	high	NRT	liver
ENSG00000255071.3	0.0	29.148000000000003	high	NRT	liver
ENSG00000119431.9	0.0	29.092	high	NRT	liver
ENSG00000108439.11	0.0	29.048	high	NRT	liver
ENSG00000145020.16	0.0	29.04	high	NRT	liver
ENSG00000166347.19	0.0	29.037	high	NRT	liver
ENSG00000042753.12	0.0	28.98	high	NRT	liver
ENSG00000240342.3	0.0	28.86	high	NRT	liver
ENSG00000279332.1	0.0	28.835	high	UND	liver
ENSG00000074071.15	0.0	28.812	high	NRT	liver
ENSG00000119938.9	1.63	28.797	high	RT	liver
ENSG00000187758.8	0.0	28.742	high	UND	liver
ENSG00000165672.7	0.0	28.736	high	NRT	liver
ENSG00000105698.16	0.0	28.732	high	NRT	liver
ENSG00000111275.13	0.0	28.708	high	NRT	liver
ENSG00000087087.20	0.0	28.653	high	UND	liver
ENSG00000131469.15	0.0	28.65	high	NRT	liver
ENSG00000183401.12	0.0	28.587	high	NRT	liver
ENSG00000185324.22	0.0	28.552	high	UND	liver
ENSG00000103876.13	0.36	28.541	high	RT	liver
ENSG00000262526.2	0.0	28.519	high	NRT	liver
ENSG00000198865.10	0.0	28.502	high	UND	liver
ENSG00000181029.9	0.0	28.463	high	NRT	liver
ENSG00000137700.18	0.0	28.426	high	UND	liver
ENSG00000090539.15	0.0	28.408	high	NRT	liver
ENSG00000103423.14	0.46499999999999997	28.361	high	RT	liver
ENSG00000213930.12	0.0	28.325	high	NRT	liver
ENSG00000103202.13	0.0	28.323	high	NRT	liver
ENSG00000100714.17	0.0	28.285	high	UND	liver
ENSG00000265972.6	0.0	28.231	high	NRT	liver
ENSG00000134184.13	0.0	28.222	high	NRT	liver
ENSG00000244491.1	0.0	28.216	high	NRT	liver
ENSG00000273658.1	0.0	28.199	high	NRT	liver
ENSG00000255031.5	0.0	28.158	high	UND	liver
ENSG00000140400.17	0.0	28.111	high	NRT	liver
ENSG00000237338.1	0.0	28.107	high	UND	liver
ENSG00000265168.1	0.0	28.069000000000003	high	UND	liver
ENSG00000089597.18	0.0	28.023000000000003	high	NRT	liver
ENSG00000138073.14	0.0	28.013	high	UND	liver
ENSG00000230149.2	0.0	27.962	high	NRT	liver
ENSG00000214253.9	0.0	27.958	high	NRT	liver
ENSG00000140263.15	0.0	27.914	high	NRT	liver
ENSG00000138356.14	0.0	27.891	high	NRT	liver
ENSG00000166888.12	0.0	27.868	high	UND	liver
ENSG00000074964.17	0.0	27.812	high	NRT	liver
ENSG00000125844.16	0.0	27.729	high	NRT	liver
ENSG00000123349.15	0.0	27.653	high	NRT	liver
ENSG00000185215.11	0.0	27.649	high	NRT	liver
ENSG00000143933.19	0.0	27.521	high	NRT	liver
ENSG00000198734.12	0.96	27.506	high	RT	liver
ENSG00000090661.12	1.295	27.398000000000003	high	RT	liver
ENSG00000183978.8	0.0	27.298	high	UND	liver
ENSG00000054148.18	0.0	27.221	high	NRT	liver
ENSG00000169718.18	0.0	27.154	high	UND	liver
ENSG00000099817.12	0.0	27.141	high	UND	liver
ENSG00000130812.10	0.0	27.068	high	NRT	liver
ENSG00000131482.10	4.375	27.047	high	RT	liver
ENSG00000108515.18	0.0	26.947	high	NRT	liver
ENSG00000215644.10	0.0	26.893	high	NRT	liver
ENSG00000114993.17	0.0	26.885	high	UND	liver
ENSG00000214022.11	0.0	26.843000000000004	high	NRT	liver
ENSG00000089693.11	0.0	26.818	high	NRT	liver
ENSG00000142156.15	0.0	26.814	high	NRT	liver
ENSG00000125991.20	0.0	26.809	high	UND	liver
ENSG00000107223.13	0.0	26.802	high	UND	liver
ENSG00000004864.14	0.0	26.748	high	NRT	liver
ENSG00000105699.17	0.0	26.744	high	NRT	liver
ENSG00000168701.19	0.0	26.719	high	UND	liver
ENSG00000100239.16	0.0	26.702	high	UND	liver
ENSG00000063241.8	0.0	26.691	high	NRT	liver
ENSG00000154518.10	0.0	26.639	high	NRT	liver
ENSG00000237836.6	0.0	26.637	high	UND	liver
ENSG00000030582.18	0.0	26.636	high	NRT	liver
ENSG00000133048.13	5.24	26.6235	high	RT	liver
ENSG00000105404.11	0.0	26.561	high	NRT	liver
ENSG00000211594.2	0.0	26.492	high	NRT	liver
ENSG00000284268.1	0.0	26.477	high	NRT	liver
ENSG00000214706.11	0.0	26.41	high	NRT	liver
ENSG00000178445.10	0.0	26.357	high	NRT	liver
ENSG00000275152.5	3.48	26.236	high	RT	liver
ENSG00000211450.10	0.0	26.223000000000003	high	NRT	liver
ENSG00000125534.10	0.71	26.2	high	RT	liver
ENSG00000271581.1	0.0	26.152	high	NRT	liver
ENSG00000049239.13	0.0	26.106	high	NRT	liver
ENSG00000110717.13	0.0	26.067	high	NRT	liver
ENSG00000272170.1	0.0	26.056	high	UND	liver
ENSG00000155666.12	0.65	26.024	high	RT	liver
ENSG00000105373.19	0.0	25.999	high	UND	liver
ENSG00000265784.1	0.0	25.988000000000003	high	UND	liver
ENSG00000261641.2	0.0	25.974	high	UND	liver
ENSG00000250218.1	0.0	25.924	high	UND	liver
ENSG00000051108.15	0.55	25.918000000000003	high	RT	liver
ENSG00000105397.14	0.0	25.895	high	NRT	liver
ENSG00000117362.13	0.0	25.879	high	UND	liver
ENSG00000169733.12	0.74	25.876	high	RT	liver
ENSG00000112081.17	0.0	25.854	high	NRT	liver
ENSG00000207652.1	0.0	25.834	high	NRT	liver
ENSG00000070756.17	0.0	25.828000000000003	high	NRT	liver
ENSG00000146066.3	0.0	25.755	high	NRT	liver
ENSG00000196502.12	0.0	25.752	high	NRT	liver
ENSG00000064607.17	0.0	25.717	high	NRT	liver
ENSG00000167964.13	0.0	25.687	high	NRT	liver
ENSG00000228474.6	0.0	25.68	high	UND	liver
ENSG00000156467.10	0.0	25.677	high	NRT	liver
ENSG00000182934.12	0.0	25.676	high	UND	liver
ENSG00000021852.13	5.645	25.67	high	RT	liver
ENSG00000116785.14	9.03	25.6555	high	RT	liver
ENSG00000198077.11	0.0	25.649	high	UND	liver
ENSG00000268983.1	0.0	25.648000000000003	high	UND	liver
ENSG00000132855.5	0.0	25.646	high	NRT	liver
ENSG00000269371.1	0.0	25.615	high	UND	liver
ENSG00000067182.8	0.0	25.554	high	UND	liver
ENSG00000137171.15	0.0	25.519	high	NRT	liver
ENSG00000170421.12	0.0	25.435	high	NRT	liver
ENSG00000187837.4	2.64	25.38	high	RT	liver
ENSG00000166797.11	0.0	25.323	high	NRT	liver
ENSG00000186715.11	0.0	25.308000000000003	high	UND	liver
ENSG00000171067.11	0.0	25.264	high	NRT	liver
ENSG00000279605.1	0.0	25.262	high	UND	liver
ENSG00000000971.16	0.0	25.26	high	NRT	liver
ENSG00000187017.17	0.0	25.242	high	UND	liver
ENSG00000099769.6	0.0	25.21	high	NRT	liver
ENSG00000178537.10	0.0	25.167	high	NRT	liver
ENSG00000100024.15	0.32999999999999996	25.166	high	RT	liver
ENSG00000218537.1	0.0	25.114	high	UND	liver
ENSG00000255343.1	0.0	25.099	high	UND	liver
ENSG00000167543.16	0.0	25.064	high	NRT	liver
ENSG00000113328.19	0.0	25.05	high	UND	liver
ENSG00000049449.10	0.0	25.021	high	NRT	liver
ENSG00000228830.1	0.0	24.979	high	UND	liver
ENSG00000244038.11	0.0	24.94	high	NRT	liver
ENSG00000117616.18	0.0	24.896	high	NRT	liver
ENSG00000221857.7	0.0	24.856	high	NRT	liver
ENSG00000005187.12	0.0	24.856	high	UND	liver
ENSG00000120738.8	0.0	24.837	high	NRT	liver
ENSG00000164068.16	0.0	24.793000000000003	high	UND	liver
ENSG00000136881.12	2.6	24.737000000000002	high	RT	liver
ENSG00000136810.13	0.0	24.737	high	NRT	liver
ENSG00000105583.11	0.0	24.733	high	NRT	liver
ENSG00000219200.12	0.0	24.719	high	NRT	liver
ENSG00000140983.14	0.0	24.707	high	NRT	liver
ENSG00000245105.4	0.0	24.692	high	UND	liver
ENSG00000142507.10	0.0	24.691	high	NRT	liver
ENSG00000069399.15	0.0	24.667	high	NRT	liver
ENSG00000009307.16	0.0	24.641	high	NRT	liver
ENSG00000174851.16	0.0	24.636	high	UND	liver
ENSG00000166794.6	0.0	24.621	high	UND	liver
ENSG00000260032.2	0.0	24.577	high	NRT	liver
ENSG00000105398.4	4.9	24.564	high	RT	liver
ENSG00000185896.11	0.0	24.509	high	UND	liver
ENSG00000197114.12	0.0	24.481	high	NRT	liver
ENSG00000185885.17	0.0	24.465	high	NRT	liver
ENSG00000165502.7	0.0	24.452	high	NRT	liver
ENSG00000152795.18	0.0	24.427	high	NRT	liver
ENSG00000197694.18	0.0	24.296	high	UND	liver
ENSG00000279569.1	0.0	24.29	high	UND	liver
ENSG00000165272.16	0.0	24.26	high	NRT	liver
ENSG00000189403.15	0.0	24.255	high	NRT	liver
ENSG00000161203.13	0.0	24.124	high	NRT	liver
ENSG00000139641.13	0.92	24.123	high	RT	liver
ENSG00000248144.6	0.0	24.104	high	NRT	liver
ENSG00000249096.7	2.01	24.069000000000003	high	RT	liver
ENSG00000279296.1	0.0	24.035	high	UND	liver
ENSG00000145741.16	0.0	23.942	high	NRT	liver
ENSG00000124713.6	0.0	23.903	high	UND	liver
ENSG00000164050.13	0.68	23.903	high	RT	liver
ENSG00000262664.3	0.0	23.854	high	NRT	liver
ENSG00000116898.12	0.0	23.84	high	NRT	liver
ENSG00000117592.9	0.0	23.833	high	NRT	liver
ENSG00000117395.13	0.0	23.828000000000003	high	NRT	liver
ENSG00000211896.7	0.0	23.826	high	NRT	liver
ENSG00000178922.18	0.0	23.8	high	UND	liver
ENSG00000177971.8	0.0	23.797	high	NRT	liver
ENSG00000182704.8	2.36	23.781	high	RT	liver
ENSG00000277985.1	0.0	23.731	high	NRT	liver
ENSG00000140093.10	0.0	23.723000000000003	high	UND	liver
ENSG00000201695.1	0.0	23.68	high	NRT	liver
ENSG00000176340.4	0.0	23.661	high	NRT	liver
ENSG00000124299.15	0.0	23.62	high	NRT	liver
ENSG00000143543.15	0.0	23.594	high	NRT	liver
ENSG00000160888.7	0.0	23.592	high	NRT	liver
ENSG00000225855.7	0.0	23.59	high	UND	liver
ENSG00000145425.10	0.0	23.575	high	UND	liver
ENSG00000169567.13	0.0	23.568	high	NRT	liver
ENSG00000147155.11	0.0	23.559	high	NRT	liver
ENSG00000155363.18	0.0	23.47	high	UND	liver
ENSG00000125652.8	0.0	23.288	high	UND	liver
ENSG00000279322.1	0.0	23.288	high	UND	liver
ENSG00000117791.16	2.01	23.243	high	RT	liver
ENSG00000259939.1	0.0	23.223000000000003	high	NRT	liver
ENSG00000007541.17	0.0	23.211	high	NRT	liver
ENSG00000120742.11	0.0	23.176	high	NRT	liver
ENSG00000172366.20	0.0	23.162	high	NRT	liver
ENSG00000259972.3	0.0	23.122	high	UND	liver
ENSG00000170412.18	0.0	23.083	high	NRT	liver
ENSG00000103335.22	0.0	23.052	high	UND	liver
ENSG00000148803.12	0.0	23.042	high	UND	liver
ENSG00000104960.15	0.0	23.033	high	UND	liver
ENSG00000112096.19	0.0	23.007	high	NRT	liver
ENSG00000267168.1	0.0	22.984	high	NRT	liver
ENSG00000142186.17	0.0	22.968000000000004	high	UND	liver
ENSG00000113013.16	0.315	22.934	high	RT	liver
ENSG00000162881.6	0.0	22.899	high	NRT	liver
ENSG00000274072.1	0.0	22.894	high	NRT	liver
ENSG00000023330.15	4.77	22.882	high	RT	liver
ENSG00000101856.10	0.0	22.838	high	NRT	liver
ENSG00000277402.1	0.0	22.818	high	NRT	liver
ENSG00000235333.3	0.0	22.817	high	NRT	liver
ENSG00000182327.8	0.0	22.685	high	NRT	liver
ENSG00000255050.1	0.0	22.641	high	NRT	liver
ENSG00000169020.10	0.0	22.632	high	NRT	liver
ENSG00000237550.5	0.0	22.612	high	NRT	liver
ENSG00000164062.13	0.0	22.609	high	UND	liver
ENSG00000177156.11	0.0	22.541	high	UND	liver
ENSG00000130382.9	0.0	22.512	high	NRT	liver
ENSG00000163755.9	0.0	22.503	high	UND	liver
ENSG00000130303.14	1.9649999999999999	22.493	high	RT	liver
ENSG00000146904.9	0.0	22.478	high	UND	liver
ENSG00000103024.7	0.0	22.463	high	UND	liver
ENSG00000246090.7	0.0	22.458000000000002	high	UND	liver
ENSG00000159228.13	0.0	22.453000000000003	high	NRT	liver
ENSG00000107862.6	0.0	22.442	high	NRT	liver
ENSG00000185507.21	0.0	22.433000000000003	high	UND	liver
ENSG00000130707.18	11.9	22.416	high	RT	liver
ENSG00000112473.18	0.0	22.387	high	NRT	liver
ENSG00000140479.18	0.0	22.372	high	NRT	liver
ENSG00000090273.14	0.0	22.331	high	NRT	liver
ENSG00000163683.12	0.0	22.316	high	NRT	liver
ENSG00000178252.18	0.0	22.29	high	UND	liver
ENSG00000185000.12	0.0	22.288	high	UND	liver
ENSG00000166337.10	0.0	22.234	high	NRT	liver
ENSG00000196924.19	0.0	22.215	high	NRT	liver
ENSG00000115457.10	0.0	22.197	high	NRT	liver
ENSG00000131165.16	0.0	22.194000000000003	high	UND	liver
ENSG00000105220.17	0.0	22.182	high	NRT	liver
ENSG00000110719.10	0.0	22.165	high	NRT	liver
ENSG00000138028.16	0.0	22.155	high	UND	liver
ENSG00000132716.19	0.0	22.106	high	UND	liver
ENSG00000189043.10	0.0	22.103	high	NRT	liver
ENSG00000204463.13	0.0	22.079	high	NRT	liver
ENSG00000270800.3	0.0	22.027	high	NRT	liver
ENSG00000116717.13	0.0	21.987	high	NRT	liver
ENSG00000215472.10	0.0	21.953000000000003	high	NRT	liver
ENSG00000008226.20	0.0	21.952	high	UND	liver
ENSG00000160285.15	0.0	21.94	high	NRT	liver
ENSG00000163959.10	0.0	21.934	high	UND	liver
ENSG00000198258.11	0.0	21.88	high	NRT	liver
ENSG00000213928.9	0.935	21.87	high	RT	liver
ENSG00000128928.10	0.0	21.84	high	NRT	liver
ENSG00000115884.11	0.0	21.813	high	NRT	liver
ENSG00000284803.1	0.0	21.805	high	NRT	liver
